,Problem_num,accuracy,tr_code_concat,gen_code_concat,true_code_size,gen_code_size,num_stims_seen,stims_seen,passed_tests,failed_tests,tr_code_full,gen_code_full,log_probs,true_accuracy,encoded
14,2,1.0,hszkv  ==  'hjfziv',((xloli == 'yofv' and hszkv == 'hjfziv') or ((not (xloli == 'yofv')) and hszkv == 'hjfziv')),19,92,6,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'hjfziv') == True"", ""assert categorize('tivvm', 'girzmtov') == False""]",[],lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return ((xloli == 'yofv' and hszkv == 'hjfziv') or ((not (xloli == 'yofv')) and hszkv == 'hjfziv'))",-19.952366775960005,9,1.0
15,2,0.8888888888888888,hszkv  ==  'hjfziv',((xloli == 'ivw' and (not (hszkv == 'xrixov'))) or ((not (xloli == 'ivw')) and hszkv == 'hjfziv')),19,98,7,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'hjfziv') == True"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('ivw', 'girzmtov') == False""]",lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return ((xloli == 'ivw' and (not (hszkv == 'xrixov'))) or ((not (xloli == 'ivw')) and hszkv == 'hjfziv'))",-12.581743958799997,9,1.0
15,2,0.7777777777777778,hszkv  ==  'hjfziv',(xloli == 'ivw' and hszkv == 'hjfziv'),19,38,7,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('tivvm', 'hjfziv') == True""]",lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return (xloli == 'ivw' and hszkv == 'hjfziv')",-7.088600584279999,9,1.0
15,2,0.6666666666666666,hszkv  ==  'hjfziv',(color == 'blue' or (not (shape == 'triangle'))),19,48,7,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('tivvm', 'hjfziv') == True""]",lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return (color == 'blue' or (not (shape == 'triangle')))",-6.193056382500001,9,1.0
15,2,0.3333333333333333,hszkv  ==  'hjfziv',(((color == 'green' and shape == 'circle') or ((not (color == 'green')) and shape == 'square')) or color == 'green'),19,116,7,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}]","[""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('tivvm', 'hjfziv') == True""]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]",lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return (((color == 'green' and shape == 'circle') or ((not (color == 'green')) and shape == 'square')) or color == 'green')",-18.200869277300004,9,1.0
15,2,0.6666666666666666,hszkv  ==  'hjfziv',((color == 'green' and shape == 'circle') or ((not (color == 'green')) and shape == 'square')),19,94,7,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('tivvm', 'hjfziv') == True""]",lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return ((color == 'green' and shape == 'circle') or ((not (color == 'green')) and shape == 'square'))",-18.5267125725,9,1.0
16,2,0.8888888888888888,hszkv  ==  'hjfziv',((xloli == 'yofv' or xloli == 'ivw') and hszkv == 'hjfziv'),19,59,8,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}, {'shape': 'square', 'color': 'green'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('tivvm', 'hjfziv') == True""]",lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return ((xloli == 'yofv' or xloli == 'ivw') and hszkv == 'hjfziv')",-6.1052833717900015,9,1.0
16,2,0.7777777777777778,hszkv  ==  'hjfziv',(xloli == 'ivw' and hszkv == 'hjfziv'),19,38,8,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}, {'shape': 'square', 'color': 'green'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('tivvm', 'hjfziv') == True""]",lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return (xloli == 'ivw' and hszkv == 'hjfziv')",-5.13642342084,9,1.0
16,2,0.6666666666666666,hszkv  ==  'hjfziv',((color == 'green' and shape == 'circle') or ((not (color == 'green')) and shape == 'square')),19,94,8,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}, {'shape': 'square', 'color': 'green'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('tivvm', 'hjfziv') == True""]",lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return ((color == 'green' and shape == 'circle') or ((not (color == 'green')) and shape == 'square'))",-6.612044823900002,9,1.0
16,2,1.0,hszkv  ==  'hjfziv',((xloli == 'ivw' and hszkv == 'hjfziv') or ((not (xloli == 'ivw')) and hszkv == 'hjfziv')),19,90,8,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}, {'shape': 'square', 'color': 'green'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'hjfziv') == True"", ""assert categorize('tivvm', 'girzmtov') == False""]",[],lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return ((xloli == 'ivw' and hszkv == 'hjfziv') or ((not (xloli == 'ivw')) and hszkv == 'hjfziv'))",-9.707105051580001,9,1.0
16,2,0.5555555555555556,hszkv  ==  'hjfziv',((xloli == 'tivvm' or (not (hszkv == 'girzmtov'))) or (xloli == 'ivw' and hszkv == 'hjfziv')),19,93,8,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}, {'shape': 'square', 'color': 'green'}]","[""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'hjfziv') == True""]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]",lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return ((xloli == 'tivvm' or (not (hszkv == 'girzmtov'))) or (xloli == 'ivw' and hszkv == 'hjfziv'))",-11.988346069549998,9,1.0
17,2,1.0,hszkv  ==  'hjfziv',((xloli == 'ivw' and hszkv == 'hjfziv') or ((not (xloli == 'ivw')) and hszkv == 'hjfziv')),19,90,9,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}, {'shape': 'square', 'color': 'green'}, {'shape': 'triangle', 'color': 'green'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'hjfziv') == True"", ""assert categorize('tivvm', 'girzmtov') == False""]",[],lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return ((xloli == 'ivw' and hszkv == 'hjfziv') or ((not (xloli == 'ivw')) and hszkv == 'hjfziv'))",-6.41344497732,9,1.0
17,2,0.5555555555555556,hszkv  ==  'hjfziv',(xloli == 'ivw' or (not (hszkv == 'girzmtov'))),19,47,9,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}, {'shape': 'square', 'color': 'green'}, {'shape': 'triangle', 'color': 'green'}]","[""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'hjfziv') == True"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('tivvm', 'xrixov') == False""]",lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return (xloli == 'ivw' or (not (hszkv == 'girzmtov')))",-6.06910561743,9,1.0
17,2,0.8888888888888888,hszkv  ==  'hjfziv',((xloli == 'yofv' or xloli == 'ivw') and (hszkv == 'hjfziv')),19,61,9,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}, {'shape': 'square', 'color': 'green'}, {'shape': 'triangle', 'color': 'green'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('tivvm', 'hjfziv') == True""]",lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return ((xloli == 'yofv' or xloli == 'ivw') and (hszkv == 'hjfziv'))",-7.730173131309998,9,1.0
17,2,0.4444444444444444,hszkv  ==  'hjfziv',((xloli == 'tivvm' or hszkv == 'xrixov') or (xloli == 'yofv' and hszkv == 'hjfziv')),19,84,9,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}, {'shape': 'square', 'color': 'green'}, {'shape': 'triangle', 'color': 'green'}]","[""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'hjfziv') == True""]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]",lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return ((xloli == 'tivvm' or hszkv == 'xrixov') or (xloli == 'yofv' and hszkv == 'hjfziv'))",-11.154793491839998,9,1.0
17,2,0.6666666666666666,hszkv  ==  'hjfziv',((xloli == 'yofv' or (not (hszkv == 'girzmtov'))) and ((not (xloli == 'ivw')) and (not (hszkv == 'girzmtov')))),19,111,9,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}, {'shape': 'square', 'color': 'green'}, {'shape': 'triangle', 'color': 'green'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'hjfziv') == True"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'hjfziv') == True"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('tivvm', 'xrixov') == False""]",lambda x: x['hszkv'] == 'hjfziv',"def categorize(xloli, hszkv):
	return ((xloli == 'yofv' or (not (hszkv == 'girzmtov'))) and ((not (xloli == 'ivw')) and (not (hszkv == 'girzmtov'))))",-16.126633907349998,9,1.0
18,3,0.7777777777777778,(xloli  ==  'ivw' and hszkv  ==  'hjfziv'),(xloli == 'ivw' and hszkv == 'xrixov'),42,38,1,"[{'shape': 'circle', 'color': 'red'}]","[""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'hjfziv') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True""]",lambda x: (x['xloli'] == 'ivw' and x['hszkv'] == 'hjfziv'),"def categorize(xloli, hszkv):
	return (xloli == 'ivw' and hszkv == 'xrixov')",-8.22550750907,9,1.0
18,3,0.7777777777777778,(xloli  ==  'ivw' and hszkv  ==  'hjfziv'),(xloli == 'ivw' and hszkv == 'xrixov'),42,38,1,"[{'shape': 'circle', 'color': 'red'}]","[""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'hjfziv') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True""]",lambda x: (x['xloli'] == 'ivw' and x['hszkv'] == 'hjfziv'),"def categorize(xloli, hszkv):
	return (xloli == 'ivw' and hszkv == 'xrixov')",-10.75056449265,9,1.0
18,3,0.7777777777777778,(xloli  ==  'ivw' and hszkv  ==  'hjfziv'),(xloli == 'ivw' and hszkv == 'xrixov'),42,38,1,"[{'shape': 'circle', 'color': 'red'}]","[""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'hjfziv') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True""]",lambda x: (x['xloli'] == 'ivw' and x['hszkv'] == 'hjfziv'),"def categorize(xloli, hszkv):
	return (xloli == 'ivw' and hszkv == 'xrixov')",-15.741213793612001,9,1.0
18,3,0.7777777777777778,(xloli  ==  'ivw' and hszkv  ==  'hjfziv'),(((xloli == 'ivw') and (hszkv == 'xrixov')) or ((not (xloli == 'ivw')) and (hszkv == 'dpjm'))),42,94,1,"[{'shape': 'circle', 'color': 'red'}]","[""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'hjfziv') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True""]",lambda x: (x['xloli'] == 'ivw' and x['hszkv'] == 'hjfziv'),"def categorize(xloli, hszkv):
	return (((xloli == 'ivw') and (hszkv == 'xrixov')) or ((not (xloli == 'ivw')) and (hszkv == 'dpjm')))",-34.572651893167,9,1.0
18,3,0.8888888888888888,(xloli  ==  'ivw' and hszkv  ==  'hjfziv'),(xloli == 'scyu' or ((not (hszkv == 'd')) and hszkv == 'd')),42,60,1,"[{'shape': 'circle', 'color': 'red'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'hjfziv') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('ivw', 'hjfziv') == True""]",lambda x: (x['xloli'] == 'ivw' and x['hszkv'] == 'hjfziv'),"def categorize(xloli, hszkv):
	return (xloli == 'scyu' or ((not (hszkv == 'd')) and hszkv == 'd'))",-36.16593884082801,9,1.0
19,3,1.0,(xloli  ==  'ivw' and hszkv  ==  'hjfziv'),(xloli == 'ivw' and hszkv == 'hjfziv'),42,38,2,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'hjfziv') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]",[],lambda x: (x['xloli'] == 'ivw' and x['hszkv'] == 'hjfziv'),"def categorize(xloli, hszkv):
	return (xloli == 'ivw' and hszkv == 'hjfziv')",-3.9752635446199993,9,1.0
19,3,1.0,(xloli  ==  'ivw' and hszkv  ==  'hjfziv'),(xloli == 'ivw' and hszkv == 'hjfziv'),42,38,2,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'hjfziv') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]",[],lambda x: (x['xloli'] == 'ivw' and x['hszkv'] == 'hjfziv'),"def categorize(xloli, hszkv):
	return (xloli == 'ivw' and hszkv == 'hjfziv')",-3.9913982955399994,9,1.0
19,3,0.8888888888888888,(xloli  ==  'ivw' and hszkv  ==  'hjfziv'),(color == 'ivw' and shape == 'hjfziv'),42,38,2,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'hjfziv') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('ivw', 'hjfziv') == True""]",lambda x: (x['xloli'] == 'ivw' and x['hszkv'] == 'hjfziv'),"def categorize(xloli, hszkv):
	return (color == 'ivw' and shape == 'hjfziv')",-7.672152248600001,9,1.0
19,3,0.1111111111111111,(xloli  ==  'ivw' and hszkv  ==  'hjfziv'),((xloli == 'ivw' and hszkv == 'hjfziv') or (not (xloli == 'xrixov'))),42,69,2,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}]","[""assert categorize('ivw', 'hjfziv') == True""]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'hjfziv') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]",lambda x: (x['xloli'] == 'ivw' and x['hszkv'] == 'hjfziv'),"def categorize(xloli, hszkv):
	return ((xloli == 'ivw' and hszkv == 'hjfziv') or (not (xloli == 'xrixov')))",-20.916636274410003,9,1.0
19,3,1.0,(xloli  ==  'ivw' and hszkv  ==  'hjfziv'),(xloli == 'ivw' and (hszkv == 'hjfziv' or hszkv == 'rjrzov')),42,61,2,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('yofv', 'hjfziv') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'xrixov') == False"", ""assert categorize('tivvm', 'hjfziv') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]",[],lambda x: (x['xloli'] == 'ivw' and x['hszkv'] == 'hjfziv'),"def categorize(xloli, hszkv):
	return (xloli == 'ivw' and (hszkv == 'hjfziv' or hszkv == 'rjrzov'))",-26.536354062799997,9,1.0
20,3,0.6666666666666666,(xloli  ==  'ivw' and hszkv  ==  'hjfziv'),(hszkv == 'xrixov' or (xloli == 'ivw' and hszkv == 'hjfziv')),42,61,3,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}]","[""assert categorize('ivw', 'hjfziv') == True"", ""assert categorize('ivw', 'girzmtov') == False"", ""assert categorize('yofv', 'hjfziv') == False"", ""assert categorize('yofv', 'girzmtov') == False"", ""assert categorize('tivvm', 'hjfziv') == False"", ""assert categorize('tivvm', 'girzmtov') == False""]","[""assert categorize('ivw', 'xrixov') == False"", ""assert categorize('yofv', 'xrixov') == False"", ""assert categorize('tivvm', 'xrixov') == False""]",lambda x: (x['xloli'] == 'ivw' and x['hszkv'] == 'hjfziv'),"def categorize(xloli, hszkv):
	return (hszkv == 'xrixov' or (xloli == 'ivw' and hszkv == 'hjfziv'))",-12.976024931969999,9,1.0
